instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
9342,2012-01-30,Spring,2012,Januari,3,Senin,Workingday,clear,0.24,0.2273,0.48,0.194,0,4,4,Low
9343,2012-01-30,Spring,2012,Januari,4,Senin,Workingday,clear,0.2,0.2121,0.51,0.1343,0,5,5,Low
9344,2012-01-30,Spring,2012,Januari,5,Senin,Workingday,clear,0.2,0.2121,0.51,0.1343,0,26,26,Low
9345,2012-01-30,Spring,2012,Januari,6,Senin,Workingday,clear,0.22,0.2121,0.44,0.2537,0,80,80,Middle
9346,2012-01-30,Spring,2012,Januari,7,Senin,Workingday,clear,0.22,0.2121,0.44,0.2836,4,221,225,Middle
9347,2012-01-30,Spring,2012,Januari,8,Senin,Workingday,clear,0.2,0.197,0.47,0.2239,12,481,493,High
9348,2012-01-30,Spring,2012,Januari,9,Senin,Workingday,clear,0.2,0.197,0.47,0.2239,5,193,198,Middle
9349,2012-01-30,Spring,2012,Januari,10,Senin,Workingday,clear,0.22,0.2121,0.41,0.2836,3,82,85,Middle
9350,2012-01-30,Spring,2012,Januari,11,Senin,Workingday,clear,0.26,0.2576,0.38,0.0,6,93,99,Middle
9351,2012-01-30,Spring,2012,Januari,12,Senin,Workingday,clear,0.26,0.2273,0.35,0.3881,5,129,134,Middle
9352,2012-01-30,Spring,2012,Januari,13,Senin,Workingday,clear,0.3,0.2879,0.31,0.194,15,117,132,Middle
9353,2012-01-30,Spring,2012,Januari,14,Senin,Workingday,clear,0.32,0.3333,0.24,0.1343,15,100,115,Middle
9354,2012-01-30,Spring,2012,Januari,15,Senin,Workingday,clear,0.32,0.3182,0.24,0.194,7,131,138,Middle
9355,2012-01-30,Spring,2012,Januari,16,Senin,Workingday,clear,0.34,0.3333,0.25,0.194,11,210,221,Middle
9356,2012-01-30,Spring,2012,Januari,17,Senin,Workingday,clear,0.36,0.3485,0.21,0.194,16,422,438,High
9357,2012-01-30,Spring,2012,Januari,18,Senin,Workingday,clear,0.34,0.3333,0.23,0.1642,11,399,410,High
9358,2012-01-30,Spring,2012,Januari,19,Senin,Workingday,clear,0.3,0.3182,0.45,0.1045,8,298,306,High
9359,2012-01-30,Spring,2012,Januari,20,Senin,Workingday,clear,0.3,0.303,0.39,0.1642,2,179,181,Middle
9360,2012-01-30,Spring,2012,Januari,21,Senin,Workingday,clear,0.3,0.303,0.42,0.1642,3,159,162,Middle
9361,2012-01-30,Spring,2012,Januari,22,Senin,Workingday,clear,0.28,0.2727,0.48,0.2239,2,92,94,Middle
9362,2012-01-30,Spring,2012,Januari,23,Senin,Workingday,clear,0.26,0.2576,0.6,0.194,0,52,52,Middle
9363,2012-01-31,Spring,2012,Januari,0,Selasa,Workingday,clear,0.28,0.2727,0.52,0.2537,0,15,15,Low
9364,2012-01-31,Spring,2012,Januari,1,Selasa,Workingday,clear,0.3,0.2727,0.42,0.2985,1,7,8,Low
9365,2012-01-31,Spring,2012,Januari,2,Selasa,Workingday,clear,0.3,0.2879,0.42,0.2239,0,2,2,Low
9366,2012-01-31,Spring,2012,Januari,3,Selasa,Workingday,clear,0.3,0.2879,0.45,0.2239,0,2,2,Low
9367,2012-01-31,Spring,2012,Januari,4,Selasa,Workingday,clear,0.3,0.2879,0.49,0.194,0,1,1,Low
9368,2012-01-31,Spring,2012,Januari,5,Selasa,Workingday,clear,0.3,0.2879,0.49,0.194,0,22,22,Low
9369,2012-01-31,Spring,2012,Januari,6,Selasa,Workingday,clear,0.28,0.2727,0.52,0.1642,0,104,104,Middle
9370,2012-01-31,Spring,2012,Januari,7,Selasa,Workingday,clear,0.26,0.2576,0.6,0.194,6,273,279,Middle
9371,2012-01-31,Spring,2012,Januari,8,Selasa,Workingday,clear,0.26,0.2727,0.6,0.1045,14,498,512,High
9372,2012-01-31,Spring,2012,Januari,9,Selasa,Workingday,clear,0.3,0.2879,0.52,0.194,30,231,261,Middle
9373,2012-01-31,Spring,2012,Januari,10,Selasa,Workingday,mist,0.32,0.3182,0.57,0.194,34,110,144,Middle
9374,2012-01-31,Spring,2012,Januari,11,Selasa,Workingday,clear,0.4,0.4091,0.37,0.2836,14,125,139,Middle
9375,2012-01-31,Spring,2012,Januari,12,Selasa,Workingday,clear,0.4,0.4091,0.43,0.2985,13,181,194,Middle
9376,2012-01-31,Spring,2012,Januari,13,Selasa,Workingday,clear,0.46,0.4545,0.36,0.2239,27,171,198,Middle
9377,2012-01-31,Spring,2012,Januari,14,Selasa,Workingday,clear,0.5,0.4848,0.29,0.3284,18,142,160,Middle
9378,2012-01-31,Spring,2012,Januari,15,Selasa,Workingday,clear,0.54,0.5152,0.26,0.4478,27,150,177,Middle
9379,2012-01-31,Spring,2012,Januari,16,Selasa,Workingday,clear,0.54,0.5152,0.26,0.4478,30,277,307,High
9380,2012-01-31,Spring,2012,Januari,17,Selasa,Workingday,clear,0.54,0.5152,0.26,0.4179,41,518,559,High
9381,2012-01-31,Spring,2012,Januari,18,Selasa,Workingday,clear,0.54,0.5152,0.24,0.3582,16,486,502,High
9382,2012-01-31,Spring,2012,Januari,19,Selasa,Workingday,clear,0.5,0.4848,0.29,0.2836,22,306,328,High
9383,2012-01-31,Spring,2012,Januari,20,Selasa,Workingday,clear,0.4,0.4091,0.58,0.1045,15,223,238,Middle
9384,2012-01-31,Spring,2012,Januari,21,Selasa,Workingday,clear,0.46,0.4545,0.33,0.2985,3,162,165,Middle
9385,2012-01-31,Spring,2012,Januari,22,Selasa,Workingday,clear,0.44,0.4394,0.35,0.2985,11,118,129,Middle
9386,2012-01-31,Spring,2012,Januari,23,Selasa,Workingday,clear,0.44,0.4394,0.38,0.2537,2,61,63,Middle
9387,2012-02-01,Spring,2012,Februari,0,Rabu,Workingday,clear,0.44,0.4394,0.38,0.2836,0,31,31,Low
9388,2012-02-01,Spring,2012,Februari,1,Rabu,Workingday,clear,0.44,0.4394,0.41,0.2836,0,4,4,Low
9389,2012-02-01,Spring,2012,Februari,2,Rabu,Workingday,clear,0.44,0.4394,0.44,0.2836,1,6,7,Low
9390,2012-02-01,Spring,2012,Februari,3,Rabu,Workingday,clear,0.44,0.4394,0.44,0.194,0,3,3,Low
9391,2012-02-01,Spring,2012,Februari,4,Rabu,Workingday,clear,0.4,0.4091,0.5,0.1642,0,1,1,Low
9392,2012-02-01,Spring,2012,Februari,5,Rabu,Workingday,clear,0.4,0.4091,0.5,0.1642,0,18,18,Low
9393,2012-02-01,Spring,2012,Februari,6,Rabu,Workingday,light snow,0.4,0.4091,0.54,0.1642,0,67,67,Middle
9394,2012-02-01,Spring,2012,Februari,7,Rabu,Workingday,light snow,0.38,0.3939,0.62,0.0896,7,201,208,Middle
9395,2012-02-01,Spring,2012,Februari,8,Rabu,Workingday,light snow,0.36,0.3636,0.73,0.1045,15,505,520,High
9396,2012-02-01,Spring,2012,Februari,9,Rabu,Workingday,mist,0.36,0.3485,0.71,0.194,9,267,276,Middle
9397,2012-02-01,Spring,2012,Februari,10,Rabu,Workingday,clear,0.4,0.4091,0.62,0.1343,9,124,133,Middle
9398,2012-02-01,Spring,2012,Februari,11,Rabu,Workingday,clear,0.4,0.4091,0.58,0.1642,27,116,143,Middle
9399,2012-02-01,Spring,2012,Februari,12,Rabu,Workingday,clear,0.44,0.4394,0.54,0.1045,26,153,179,Middle
9400,2012-02-01,Spring,2012,Februari,13,Rabu,Workingday,clear,0.46,0.4545,0.47,0.2239,12,174,186,Middle
9401,2012-02-01,Spring,2012,Februari,14,Rabu,Workingday,clear,0.62,0.6212,0.33,0.2239,33,159,192,Middle
9402,2012-02-01,Spring,2012,Februari,15,Rabu,Workingday,clear,0.6,0.6212,0.35,0.2836,25,169,194,Middle
9403,2012-02-01,Spring,2012,Februari,16,Rabu,Workingday,clear,0.6,0.6212,0.4,0.2239,22,261,283,High
9404,2012-02-01,Spring,2012,Februari,17,Rabu,Workingday,clear,0.58,0.5455,0.43,0.194,31,508,539,High
9405,2012-02-01,Spring,2012,Februari,18,Rabu,Workingday,clear,0.56,0.5303,0.46,0.1642,12,514,526,High
9406,2012-02-01,Spring,2012,Februari,19,Rabu,Workingday,clear,0.54,0.5152,0.52,0.2836,20,315,335,High
9407,2012-02-01,Spring,2012,Februari,20,Rabu,Workingday,clear,0.52,0.5,0.52,0.1642,10,254,264,Middle
9408,2012-02-01,Spring,2012,Februari,21,Rabu,Workingday,clear,0.52,0.5,0.52,0.1642,16,217,233,Middle
9409,2012-02-01,Spring,2012,Februari,22,Rabu,Workingday,clear,0.5,0.4848,0.55,0.194,7,133,140,Middle
9410,2012-02-01,Spring,2012,Februari,23,Rabu,Workingday,clear,0.46,0.4545,0.63,0.0896,22,75,97,Middle
9411,2012-02-02,Spring,2012,Februari,0,Kamis,Workingday,clear,0.46,0.4545,0.59,0.1343,7,24,31,Low
9412,2012-02-02,Spring,2012,Februari,1,Kamis,Workingday,mist,0.46,0.4545,0.55,0.0,3,14,17,Low
9413,2012-02-02,Spring,2012,Februari,2,Kamis,Workingday,mist,0.42,0.4242,0.67,0.1343,2,7,9,Low
9414,2012-02-02,Spring,2012,Februari,3,Kamis,Workingday,mist,0.42,0.4242,0.67,0.1343,0,2,2,Low
9415,2012-02-02,Spring,2012,Februari,4,Kamis,Workingday,light snow,0.4,0.4091,0.82,0.0896,0,1,1,Low
9416,2012-02-02,Spring,2012,Februari,5,Kamis,Workingday,light snow,0.4,0.4091,0.82,0.0,0,19,19,Low
9417,2012-02-02,Spring,2012,Februari,6,Kamis,Workingday,light snow,0.36,0.3788,0.9,0.0,1,73,74,Middle
9418,2012-02-02,Spring,2012,Februari,7,Kamis,Workingday,light snow,0.36,0.3788,0.93,0.0,4,201,205,Middle
9419,2012-02-02,Spring,2012,Februari,8,Kamis,Workingday,light snow,0.4,0.4091,0.87,0.0,9,436,445,High
9420,2012-02-02,Spring,2012,Februari,9,Kamis,Workingday,light snow,0.38,0.3939,0.87,0.0,15,213,228,Middle
9421,2012-02-02,Spring,2012,Februari,10,Kamis,Workingday,light snow,0.42,0.4242,0.77,0.1045,6,72,78,Middle
9422,2012-02-02,Spring,2012,Februari,11,Kamis,Workingday,light snow,0.4,0.4091,0.82,0.2537,6,99,105,Middle
9423,2012-02-02,Spring,2012,Februari,12,Kamis,Workingday,clear,0.42,0.4242,0.82,0.0,8,140,148,Middle
9424,2012-02-02,Spring,2012,Februari,13,Kamis,Workingday,mist,0.42,0.4242,0.77,0.0,13,124,137,Middle
9425,2012-02-02,Spring,2012,Februari,14,Kamis,Workingday,clear,0.4,0.4091,0.76,0.1045,12,129,141,Middle
9426,2012-02-02,Spring,2012,Februari,15,Kamis,Workingday,clear,0.46,0.4545,0.67,0.1642,24,150,174,Middle
9427,2012-02-02,Spring,2012,Februari,16,Kamis,Workingday,clear,0.46,0.4545,0.55,0.2836,18,211,229,Middle
9428,2012-02-02,Spring,2012,Februari,17,Kamis,Workingday,clear,0.42,0.4242,0.54,0.4925,13,437,450,High
9429,2012-02-02,Spring,2012,Februari,18,Kamis,Workingday,clear,0.4,0.4091,0.43,0.4627,17,393,410,High
9430,2012-02-02,Spring,2012,Februari,19,Kamis,Workingday,clear,0.38,0.3939,0.43,0.5224,16,311,327,High
9431,2012-02-02,Spring,2012,Februari,20,Kamis,Workingday,clear,0.36,0.3182,0.46,0.5224,9,204,213,Middle
9432,2012-02-02,Spring,2012,Februari,21,Kamis,Workingday,clear,0.34,0.303,0.46,0.4179,4,144,148,Middle
9433,2012-02-02,Spring,2012,Februari,22,Kamis,Workingday,clear,0.32,0.2879,0.49,0.4179,3,106,109,Middle
9434,2012-02-02,Spring,2012,Februari,23,Kamis,Workingday,clear,0.32,0.303,0.49,0.2537,0,61,61,Middle
9435,2012-02-03,Spring,2012,Februari,0,Jumat,Workingday,clear,0.32,0.2879,0.53,0.3881,1,37,38,Low
9436,2012-02-03,Spring,2012,Februari,1,Jumat,Workingday,clear,0.3,0.2727,0.56,0.3284,3,19,22,Low
9437,2012-02-03,Spring,2012,Februari,2,Jumat,Workingday,clear,0.3,0.2879,0.52,0.2239,0,6,6,Low
9438,2012-02-03,Spring,2012,Februari,3,Jumat,Workingday,clear,0.28,0.2576,0.56,0.2985,0,4,4,Low
9439,2012-02-03,Spring,2012,Februari,4,Jumat,Workingday,clear,0.26,0.2576,0.6,0.2239,0,2,2,Low
9440,2012-02-03,Spring,2012,Februari,5,Jumat,Workingday,clear,0.26,0.2576,0.6,0.2239,0,17,17,Low
9441,2012-02-03,Spring,2012,Februari,6,Jumat,Workingday,clear,0.24,0.2424,0.65,0.1642,0,88,88,Middle
9442,2012-02-03,Spring,2012,Februari,7,Jumat,Workingday,clear,0.24,0.2273,0.65,0.2239,10,216,226,Middle
9443,2012-02-03,Spring,2012,Februari,8,Jumat,Workingday,clear,0.24,0.2273,0.65,0.2239,12,429,441,High
9444,2012-02-03,Spring,2012,Februari,9,Jumat,Workingday,clear,0.24,0.2273,0.65,0.194,18,252,270,Middle
9445,2012-02-03,Spring,2012,Februari,10,Jumat,Workingday,clear,0.28,0.2576,0.56,0.2836,15,114,129,Middle
9446,2012-02-03,Spring,2012,Februari,11,Jumat,Workingday,clear,0.32,0.303,0.53,0.2985,15,149,164,Middle
9447,2012-02-03,Spring,2012,Februari,12,Jumat,Workingday,clear,0.34,0.3333,0.46,0.1343,25,191,216,Middle
9448,2012-02-03,Spring,2012,Februari,13,Jumat,Workingday,clear,0.36,0.3636,0.46,0.0,25,173,198,Middle
9449,2012-02-03,Spring,2012,Februari,14,Jumat,Workingday,clear,0.36,0.3485,0.46,0.2239,22,148,170,Middle
9450,2012-02-03,Spring,2012,Februari,15,Jumat,Workingday,clear,0.38,0.3939,0.4,0.0,48,168,216,Middle
9451,2012-02-03,Spring,2012,Februari,16,Jumat,Workingday,clear,0.4,0.4091,0.37,0.1045,36,275,311,High
9452,2012-02-03,Spring,2012,Februari,17,Jumat,Workingday,clear,0.4,0.4091,0.37,0.0896,30,458,488,High
9453,2012-02-03,Spring,2012,Februari,18,Jumat,Workingday,clear,0.38,0.3939,0.4,0.1343,17,368,385,High
9454,2012-02-03,Spring,2012,Februari,19,Jumat,Workingday,clear,0.34,0.3485,0.49,0.1045,11,256,267,Middle
9455,2012-02-03,Spring,2012,Februari,20,Jumat,Workingday,clear,0.34,0.3485,0.49,0.1045,8,155,163,Middle
9456,2012-02-03,Spring,2012,Februari,21,Jumat,Workingday,clear,0.34,0.3485,0.49,0.1045,8,126,134,Middle
9457,2012-02-03,Spring,2012,Februari,22,Jumat,Workingday,clear,0.34,0.3485,0.49,0.1045,3,116,119,Middle
9458,2012-02-03,Spring,2012,Februari,23,Jumat,Workingday,clear,0.26,0.2727,0.7,0.1045,3,74,77,Middle
9459,2012-02-04,Spring,2012,Februari,0,Sabtu,Holiday,clear,0.26,0.2727,0.7,0.1045,10,76,86,Middle
9460,2012-02-04,Spring,2012,Februari,1,Sabtu,Holiday,clear,0.26,0.2727,0.7,0.1045,0,43,43,Middle
9461,2012-02-04,Spring,2012,Februari,2,Sabtu,Holiday,clear,0.24,0.2576,0.7,0.0896,6,38,44,Middle
9462,2012-02-04,Spring,2012,Februari,3,Sabtu,Holiday,clear,0.24,0.2879,0.75,0.0,1,17,18,Low
9463,2012-02-04,Spring,2012,Februari,4,Sabtu,Holiday,clear,0.24,0.2576,0.81,0.0896,1,5,6,Low
9464,2012-02-04,Spring,2012,Februari,5,Sabtu,Holiday,clear,0.24,0.2576,0.81,0.0896,1,3,4,Low
9465,2012-02-04,Spring,2012,Februari,6,Sabtu,Holiday,clear,0.22,0.2273,0.87,0.1343,1,4,5,Low
9466,2012-02-04,Spring,2012,Februari,7,Sabtu,Holiday,mist,0.24,0.2424,0.87,0.1343,1,27,28,Low
9467,2012-02-04,Spring,2012,Februari,8,Sabtu,Holiday,clear,0.24,0.2879,0.87,0.0,4,86,90,Middle
9468,2012-02-04,Spring,2012,Februari,9,Sabtu,Holiday,clear,0.24,0.2424,0.81,0.1343,16,141,157,Middle
9469,2012-02-04,Spring,2012,Februari,10,Sabtu,Holiday,clear,0.24,0.2576,0.87,0.1045,31,193,224,Middle
9470,2012-02-04,Spring,2012,Februari,11,Sabtu,Holiday,clear,0.3,0.3333,0.7,0.0,46,224,270,Middle
9471,2012-02-04,Spring,2012,Februari,12,Sabtu,Holiday,mist,0.3,0.3182,0.7,0.0896,40,260,300,High
9472,2012-02-04,Spring,2012,Februari,13,Sabtu,Holiday,mist,0.3,0.2879,0.7,0.194,58,244,302,High
9473,2012-02-04,Spring,2012,Februari,14,Sabtu,Holiday,mist,0.32,0.303,0.66,0.2239,47,229,276,Middle
9474,2012-02-04,Spring,2012,Februari,15,Sabtu,Holiday,mist,0.32,0.303,0.66,0.2239,61,244,305,High
9475,2012-02-04,Spring,2012,Februari,16,Sabtu,Holiday,mist,0.34,0.3333,0.61,0.1642,20,123,143,Middle
9476,2012-02-04,Spring,2012,Februari,17,Sabtu,Holiday,light snow,0.3,0.2879,0.7,0.194,13,54,67,Middle
9477,2012-02-04,Spring,2012,Februari,18,Sabtu,Holiday,light snow,0.28,0.2727,0.75,0.1642,6,58,64,Middle
9478,2012-02-04,Spring,2012,Februari,19,Sabtu,Holiday,light snow,0.26,0.2727,0.87,0.1343,5,75,80,Middle
9479,2012-02-04,Spring,2012,Februari,20,Sabtu,Holiday,light snow,0.24,0.2273,0.93,0.194,4,73,77,Middle
9480,2012-02-04,Spring,2012,Februari,21,Sabtu,Holiday,light snow,0.24,0.2424,0.93,0.1343,4,74,78,Middle
9481,2012-02-04,Spring,2012,Februari,22,Sabtu,Holiday,mist,0.24,0.2576,0.87,0.0896,4,91,95,Middle
9482,2012-02-04,Spring,2012,Februari,23,Sabtu,Holiday,mist,0.24,0.2424,0.87,0.1343,4,66,70,Middle
9483,2012-02-05,Spring,2012,Februari,0,Minggu,Holiday,mist,0.24,0.2424,0.87,0.1343,3,58,61,Middle
9484,2012-02-05,Spring,2012,Februari,1,Minggu,Holiday,mist,0.24,0.2576,0.93,0.1045,5,46,51,Middle
9485,2012-02-05,Spring,2012,Februari,2,Minggu,Holiday,mist,0.24,0.2576,0.93,0.1045,4,59,63,Middle
9486,2012-02-05,Spring,2012,Februari,3,Minggu,Holiday,light snow,0.24,0.2576,0.87,0.0896,4,13,17,Low
9487,2012-02-05,Spring,2012,Februari,4,Minggu,Holiday,mist,0.24,0.2424,0.87,0.1343,0,9,9,Low
9488,2012-02-05,Spring,2012,Februari,5,Minggu,Holiday,light snow,0.26,0.2576,0.81,0.194,0,4,4,Low
9489,2012-02-05,Spring,2012,Februari,6,Minggu,Holiday,mist,0.26,0.2424,0.7,0.2537,0,4,4,Low
9490,2012-02-05,Spring,2012,Februari,7,Minggu,Holiday,mist,0.24,0.2424,0.75,0.1642,0,16,16,Low
9491,2012-02-05,Spring,2012,Februari,8,Minggu,Holiday,mist,0.24,0.2424,0.75,0.1642,4,58,62,Middle
9492,2012-02-05,Spring,2012,Februari,9,Minggu,Holiday,mist,0.24,0.2273,0.7,0.2239,9,83,92,Middle
9493,2012-02-05,Spring,2012,Februari,10,Minggu,Holiday,mist,0.26,0.2424,0.65,0.2836,10,138,148,Middle
9494,2012-02-05,Spring,2012,Februari,11,Minggu,Holiday,mist,0.26,0.2576,0.7,0.194,22,160,182,Middle
9495,2012-02-05,Spring,2012,Februari,12,Minggu,Holiday,mist,0.26,0.2576,0.65,0.194,25,223,248,Middle
9496,2012-02-05,Spring,2012,Februari,13,Minggu,Holiday,mist,0.28,0.2727,0.61,0.1642,33,241,274,Middle
9497,2012-02-05,Spring,2012,Februari,14,Minggu,Holiday,clear,0.3,0.303,0.61,0.1642,40,203,243,Middle
9498,2012-02-05,Spring,2012,Februari,15,Minggu,Holiday,mist,0.3,0.2879,0.56,0.2537,55,217,272,Middle
9499,2012-02-05,Spring,2012,Februari,16,Minggu,Holiday,clear,0.3,0.2879,0.56,0.2239,35,261,296,High
9500,2012-02-05,Spring,2012,Februari,17,Minggu,Holiday,clear,0.32,0.3182,0.53,0.1642,31,275,306,High
9501,2012-02-05,Spring,2012,Februari,18,Minggu,Holiday,clear,0.3,0.2879,0.52,0.2537,10,171,181,Middle
9502,2012-02-05,Spring,2012,Februari,19,Minggu,Holiday,clear,0.3,0.2879,0.52,0.2239,6,63,69,Middle
9503,2012-02-05,Spring,2012,Februari,20,Minggu,Holiday,clear,0.28,0.2727,0.56,0.194,3,47,50,Middle
9504,2012-02-05,Spring,2012,Februari,21,Minggu,Holiday,clear,0.28,0.2879,0.56,0.1045,6,60,66,Middle
9505,2012-02-05,Spring,2012,Februari,22,Minggu,Holiday,clear,0.26,0.2727,0.6,0.1045,9,182,191,Middle
9506,2012-02-05,Spring,2012,Februari,23,Minggu,Holiday,clear,0.24,0.2424,0.7,0.1343,4,38,42,Middle
9507,2012-02-06,Spring,2012,Februari,0,Senin,Workingday,clear,0.24,0.2424,0.65,0.1343,7,14,21,Low
9508,2012-02-06,Spring,2012,Februari,1,Senin,Workingday,clear,0.22,0.2576,0.75,0.0896,0,6,6,Low
9509,2012-02-06,Spring,2012,Februari,2,Senin,Workingday,clear,0.22,0.2727,0.75,0.0,0,3,3,Low
9510,2012-02-06,Spring,2012,Februari,4,Senin,Workingday,clear,0.18,0.2121,0.8,0.1045,0,2,2,Low
9511,2012-02-06,Spring,2012,Februari,5,Senin,Workingday,clear,0.18,0.2121,0.8,0.1045,0,17,17,Low
9512,2012-02-06,Spring,2012,Februari,6,Senin,Workingday,clear,0.16,0.1818,0.86,0.1045,0,72,72,Middle
9513,2012-02-06,Spring,2012,Februari,7,Senin,Workingday,clear,0.16,0.1818,0.86,0.1045,5,229,234,Middle
9514,2012-02-06,Spring,2012,Februari,8,Senin,Workingday,clear,0.16,0.1818,0.86,0.1343,10,434,444,High
9515,2012-02-06,Spring,2012,Februari,9,Senin,Workingday,clear,0.18,0.2121,0.8,0.1045,8,269,277,Middle
9516,2012-02-06,Spring,2012,Februari,10,Senin,Workingday,clear,0.22,0.2424,0.75,0.1045,20,96,116,Middle
9517,2012-02-06,Spring,2012,Februari,11,Senin,Workingday,clear,0.26,0.2727,0.7,0.1343,12,104,116,Middle
9518,2012-02-06,Spring,2012,Februari,12,Senin,Workingday,clear,0.32,0.3182,0.61,0.1642,19,131,150,Middle
9519,2012-02-06,Spring,2012,Februari,13,Senin,Workingday,clear,0.38,0.3939,0.4,0.2239,17,124,141,Middle
9520,2012-02-06,Spring,2012,Februari,14,Senin,Workingday,clear,0.4,0.4091,0.35,0.1642,14,126,140,Middle
9521,2012-02-06,Spring,2012,Februari,15,Senin,Workingday,clear,0.42,0.4242,0.32,0.2836,25,146,171,Middle
9522,2012-02-06,Spring,2012,Februari,16,Senin,Workingday,clear,0.4,0.4091,0.43,0.2537,13,215,228,Middle
9523,2012-02-06,Spring,2012,Februari,17,Senin,Workingday,clear,0.4,0.4091,0.43,0.2537,13,417,430,High
9524,2012-02-06,Spring,2012,Februari,18,Senin,Workingday,clear,0.38,0.3939,0.43,0.2239,11,426,437,High
9525,2012-02-06,Spring,2012,Februari,19,Senin,Workingday,clear,0.36,0.3333,0.43,0.2537,7,284,291,High
9526,2012-02-06,Spring,2012,Februari,20,Senin,Workingday,clear,0.34,0.3333,0.46,0.1642,7,194,201,Middle
9527,2012-02-06,Spring,2012,Februari,21,Senin,Workingday,clear,0.32,0.3182,0.57,0.1642,11,143,154,Middle
9528,2012-02-06,Spring,2012,Februari,22,Senin,Workingday,clear,0.3,0.303,0.65,0.1343,4,83,87,Middle
9529,2012-02-06,Spring,2012,Februari,23,Senin,Workingday,clear,0.3,0.303,0.65,0.1343,3,43,46,Middle
9530,2012-02-07,Spring,2012,Februari,0,Selasa,Workingday,clear,0.3,0.2879,0.7,0.194,1,22,23,Low
9531,2012-02-07,Spring,2012,Februari,1,Selasa,Workingday,clear,0.28,0.2879,0.61,0.1343,8,6,14,Low
9532,2012-02-07,Spring,2012,Februari,2,Selasa,Workingday,clear,0.3,0.3333,0.61,0.0,0,4,4,Low
9533,2012-02-07,Spring,2012,Februari,3,Selasa,Workingday,mist,0.3,0.3333,0.7,0.0,1,1,2,Low
9534,2012-02-07,Spring,2012,Februari,4,Selasa,Workingday,mist,0.3,0.3333,0.7,0.0,0,3,3,Low
9535,2012-02-07,Spring,2012,Februari,5,Selasa,Workingday,clear,0.32,0.3333,0.49,0.0896,0,15,15,Low
9536,2012-02-07,Spring,2012,Februari,6,Selasa,Workingday,clear,0.32,0.303,0.45,0.2985,2,98,100,Middle
9537,2012-02-07,Spring,2012,Februari,7,Selasa,Workingday,clear,0.32,0.3485,0.45,0.0,6,293,299,High
9538,2012-02-07,Spring,2012,Februari,8,Selasa,Workingday,clear,0.3,0.3182,0.49,0.0,7,522,529,High
9539,2012-02-07,Spring,2012,Februari,9,Selasa,Workingday,clear,0.32,0.3333,0.49,0.0,11,278,289,High
9540,2012-02-07,Spring,2012,Februari,10,Selasa,Workingday,clear,0.34,0.3333,0.46,0.1642,12,104,116,Middle
9541,2012-02-07,Spring,2012,Februari,11,Selasa,Workingday,clear,0.36,0.3485,0.46,0.194,9,120,129,Middle
9542,2012-02-07,Spring,2012,Februari,12,Selasa,Workingday,clear,0.4,0.4091,0.4,0.3284,9,163,172,Middle
9543,2012-02-07,Spring,2012,Februari,13,Selasa,Workingday,clear,0.44,0.4394,0.38,0.2537,15,169,184,Middle
9544,2012-02-07,Spring,2012,Februari,14,Selasa,Workingday,clear,0.44,0.4394,0.38,0.2537,11,127,138,Middle
9545,2012-02-07,Spring,2012,Februari,15,Selasa,Workingday,clear,0.44,0.4394,0.38,0.194,13,133,146,Middle
9546,2012-02-07,Spring,2012,Februari,16,Selasa,Workingday,clear,0.44,0.4394,0.35,0.2537,19,257,276,Middle
9547,2012-02-07,Spring,2012,Februari,17,Selasa,Workingday,clear,0.44,0.4394,0.35,0.194,15,494,509,High
9548,2012-02-07,Spring,2012,Februari,18,Selasa,Workingday,clear,0.42,0.4242,0.38,0.194,10,508,518,High
9549,2012-02-07,Spring,2012,Februari,19,Selasa,Workingday,clear,0.38,0.3939,0.43,0.2239,11,327,338,High
9550,2012-02-07,Spring,2012,Februari,20,Selasa,Workingday,clear,0.36,0.3485,0.5,0.1343,6,206,212,Middle
9551,2012-02-07,Spring,2012,Februari,21,Selasa,Workingday,clear,0.34,0.3485,0.61,0.1045,20,170,190,Middle
9552,2012-02-07,Spring,2012,Februari,22,Selasa,Workingday,clear,0.32,0.3182,0.57,0.194,11,107,118,Middle
9553,2012-02-07,Spring,2012,Februari,23,Selasa,Workingday,clear,0.32,0.3333,0.57,0.1343,2,49,51,Middle
9554,2012-02-08,Spring,2012,Februari,0,Rabu,Workingday,clear,0.3,0.2879,0.56,0.2239,2,21,23,Low
9555,2012-02-08,Spring,2012,Februari,1,Rabu,Workingday,clear,0.28,0.2727,0.61,0.1642,1,9,10,Low
9556,2012-02-08,Spring,2012,Februari,2,Rabu,Workingday,clear,0.26,0.303,0.65,0.0,0,1,1,Low
9557,2012-02-08,Spring,2012,Februari,3,Rabu,Workingday,clear,0.26,0.303,0.65,0.0,0,1,1,Low
9558,2012-02-08,Spring,2012,Februari,4,Rabu,Workingday,clear,0.24,0.2576,0.7,0.0896,0,1,1,Low
9559,2012-02-08,Spring,2012,Februari,5,Rabu,Workingday,clear,0.24,0.2576,0.7,0.0896,0,20,20,Low
9560,2012-02-08,Spring,2012,Februari,6,Rabu,Workingday,mist,0.24,0.2879,0.7,0.0,3,95,98,Middle
9561,2012-02-08,Spring,2012,Februari,7,Rabu,Workingday,mist,0.24,0.2576,0.7,0.1045,5,276,281,Middle
